Using cache found in /misc/vlgscratch4/LakeGroup/emin/robust_vision/pretrained_models/rwightman_gen-efficientnet-pytorch_master
Loaded model: tf_efficientnet_b3
Running white-box attacks with epsilon: 0.06 Number of PGD steps: 10
Iter, Clean, Clean_pred, Adv, Adv_pred:  0 0 394.0 477 477.0
Test: [    0/25000]	Time  2.725 ( 2.725)	Acc@1   0.00 (  0.00)
Iter, Clean, Clean_pred, Adv, Adv_pred:  1 0 0.0 483 483.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  2 0 0.0 137 137.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  3 0 0.0 137 137.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  4 0 0.0 941 941.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  5 0 133.0 500 500.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  6 0 0.0 124 124.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  7 0 0.0 496 496.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  8 0 0.0 290 290.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  9 0 0.0 50 50.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  10 0 0.0 830 830.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  11 0 0.0 45 45.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  12 0 0.0 185 185.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  13 0 0.0 282 282.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  14 0 0.0 920 920.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  15 0 0.0 255 255.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  16 0 0.0 67 67.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  17 0 0.0 980 980.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  18 0 0.0 802 802.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  19 0 0.0 144 144.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  20 0 0.0 610 610.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  21 0 0.0 680 680.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  22 0 0.0 849 849.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  23 0 0.0 98 98.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  24 0 0.0 386 386.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  25 1 29.0 764 764.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  26 1 1.0 809 809.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  27 1 1.0 512 512.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  28 1 1.0 976 976.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  29 1 1.0 890 890.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  30 1 1.0 303 303.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  31 1 1.0 436 436.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  32 1 1.0 975 975.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  33 1 1.0 494 494.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  34 1 1.0 31 31.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  35 1 1.0 658 658.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  36 1 1.0 581 581.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  37 1 1.0 745 745.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  38 1 1.0 640 640.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  39 1 1.0 148 148.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  40 1 1.0 979 979.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  41 1 1.0 78 78.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  42 1 1.0 319 319.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  43 1 1.0 784 784.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  44 1 1.0 992 992.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  45 1 1.0 621 621.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  46 1 1.0 965 965.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  47 1 1.0 474 474.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  48 1 1.0 864 864.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  49 1 1.0 245 245.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  50 2 2.0 78 78.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  51 2 2.0 684 684.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  52 2 2.0 648 648.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  53 2 2.0 366 366.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  54 2 2.0 132 132.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  55 2 2.0 27 27.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  56 2 2.0 376 376.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  57 2 2.0 247 247.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  58 2 2.0 319 319.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  59 2 2.0 389 389.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  60 2 2.0 813 813.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  61 2 2.0 718 718.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  62 2 2.0 897 897.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  63 2 2.0 462 462.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  64 2 2.0 921 921.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  65 2 3.0 194 194.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  66 2 2.0 644 644.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  67 2 2.0 903 903.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  68 2 2.0 710 710.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  69 2 2.0 77 77.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  70 2 2.0 331 331.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  71 2 2.0 62 62.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  72 2 2.0 158 158.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  73 2 4.0 632 632.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  74 2 2.0 646 646.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  75 3 3.0 264 264.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  76 3 3.0 589 589.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  77 3 3.0 57 57.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  78 3 3.0 547 547.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  79 3 2.0 477 477.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  80 3 3.0 899 899.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  81 3 3.0 927 927.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  82 3 147.0 478 478.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  83 3 5.0 32 32.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  84 3 3.0 493 493.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  85 3 3.0 318 318.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  86 3 3.0 469 469.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  87 3 3.0 252 252.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  88 3 3.0 273 273.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  89 3 3.0 473 473.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  90 3 3.0 973 973.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  91 3 3.0 801 801.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  92 3 3.0 780 780.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  93 3 3.0 631 631.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  94 3 3.0 989 989.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  95 3 3.0 958 958.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  96 3 3.0 152 152.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  97 3 3.0 333 333.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  98 3 3.0 30 30.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  99 3 3.0 351 351.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  100 4 4.0 844 844.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  101 4 4.0 246 246.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  102 4 4.0 759 759.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  103 4 4.0 679 679.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  104 4 4.0 307 307.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  105 4 4.0 238 238.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  106 4 4.0 613 613.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  107 4 4.0 259 259.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  108 4 4.0 570 570.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  109 4 4.0 435 435.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  110 4 4.0 689 689.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  111 4 4.0 866 866.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  112 4 4.0 222 222.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  113 4 4.0 790 790.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  114 4 4.0 372 372.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  115 4 4.0 930 930.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  116 4 4.0 168 168.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  117 4 150.0 676 676.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  118 4 4.0 19 19.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  119 4 4.0 209 209.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  120 4 46.0 596 596.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  121 4 4.0 210 210.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  122 4 4.0 871 871.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  123 4 4.0 89 89.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  124 4 4.0 346 346.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  125 5 5.0 525 525.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  126 5 6.0 106 106.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  127 5 5.0 825 825.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  128 5 6.0 920 920.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  129 5 5.0 317 317.0
