Using cache found in /misc/vlgscratch4/LakeGroup/emin/robust_vision/pretrained_models/rwightman_gen-efficientnet-pytorch_master
Loaded model: tf_efficientnet_b2
Running white-box attacks with epsilon: 0.06 Number of PGD steps: 10
Iter, Clean, Clean_pred, Adv, Adv_pred:  0 0 390.0 627 627.0
Test: [    0/25000]	Time  2.260 ( 2.260)	Acc@1   0.00 (  0.00)
Iter, Clean, Clean_pred, Adv, Adv_pred:  1 0 0.0 407 407.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  2 0 0.0 93 93.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  3 0 0.0 321 321.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  4 0 0.0 72 72.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  5 0 133.0 416 416.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  6 0 0.0 215 215.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  7 0 0.0 390 390.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  8 0 0.0 809 809.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  9 0 0.0 888 888.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  10 0 0.0 881 881.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  11 0 0.0 817 817.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  12 0 0.0 446 446.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  13 0 0.0 50 50.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  14 0 0.0 378 378.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  15 0 0.0 18 18.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  16 0 0.0 434 434.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  17 0 0.0 82 82.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  18 0 0.0 28 28.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  19 0 0.0 709 709.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  20 0 0.0 492 492.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  21 0 0.0 605 605.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  22 0 0.0 396 396.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  23 0 0.0 30 30.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  24 0 0.0 921 921.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  25 1 115.0 257 257.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  26 1 1.0 484 484.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  27 1 1.0 929 929.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  28 1 1.0 791 791.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  29 1 1.0 477 477.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  30 1 1.0 139 139.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  31 1 1.0 69 69.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  32 1 1.0 423 423.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  33 1 1.0 697 697.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  34 1 1.0 868 868.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  35 1 1.0 888 888.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  36 1 1.0 943 943.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  37 1 1.0 868 868.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  38 1 1.0 429 429.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  39 1 1.0 456 456.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  40 1 1.0 898 898.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  41 1 1.0 442 442.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  42 1 1.0 568 568.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  43 1 1.0 595 595.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  44 1 1.0 558 558.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  45 1 1.0 561 561.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  46 1 1.0 406 406.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  47 1 1.0 412 412.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  48 1 1.0 506 506.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  49 1 1.0 257 257.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  50 2 2.0 115 115.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  51 2 2.0 914 914.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  52 2 2.0 796 796.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  53 2 2.0 511 511.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  54 2 2.0 577 577.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  55 2 2.0 264 264.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  56 2 721.0 596 596.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  57 2 2.0 275 275.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  58 2 2.0 486 486.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  59 2 2.0 905 905.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  60 2 2.0 123 123.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  61 2 2.0 441 441.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  62 2 2.0 826 826.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  63 2 2.0 730 730.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  64 2 2.0 329 329.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  65 2 3.0 117 117.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  66 2 2.0 778 778.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  67 2 2.0 344 344.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  68 2 2.0 189 189.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  69 2 2.0 794 794.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  70 2 2.0 676 676.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  71 2 2.0 548 548.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  72 2 2.0 666 666.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  73 2 2.0 420 420.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  74 2 2.0 743 743.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  75 3 3.0 835 835.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  76 3 3.0 262 262.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  77 3 3.0 291 291.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  78 3 3.0 846 846.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  79 3 3.0 199 199.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  80 3 3.0 903 903.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  81 3 3.0 371 371.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  82 3 147.0 863 863.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  83 3 107.0 531 531.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  84 3 3.0 78 78.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  85 3 3.0 22 22.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  86 3 3.0 872 872.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  87 3 3.0 965 965.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  88 3 3.0 665 665.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  89 3 3.0 753 753.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  90 3 3.0 269 269.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  91 3 3.0 578 578.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  92 3 3.0 338 338.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  93 3 3.0 842 842.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  94 3 3.0 940 940.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  95 3 3.0 508 508.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  96 3 3.0 926 926.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  97 3 3.0 167 167.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  98 3 3.0 273 273.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  99 3 3.0 764 764.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  100 4 4.0 585 585.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  101 4 4.0 88 88.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  102 4 4.0 826 826.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  103 4 4.0 373 373.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  104 4 4.0 273 273.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  105 4 4.0 613 613.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  106 4 4.0 188 188.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  107 4 4.0 416 416.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  108 4 4.0 533 533.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  109 4 4.0 457 457.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  110 4 4.0 0 0.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  111 4 4.0 125 125.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  112 4 4.0 766 766.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  113 4 4.0 293 293.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  114 4 4.0 376 376.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  115 4 4.0 328 328.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  116 4 4.0 567 567.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  117 4 983.0 523 523.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  118 4 4.0 953 953.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  119 4 4.0 153 153.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  120 4 33.0 712 712.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  121 4 4.0 497 497.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  122 4 4.0 430 430.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  123 4 4.0 646 646.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  124 4 4.0 328 328.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  125 5 5.0 22 22.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  126 5 6.0 181 181.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  127 5 5.0 289 289.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  128 5 6.0 565 565.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  129 5 5.0 48 48.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  130 5 5.0 611 611.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  131 5 728.0 78 78.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  132 5 33.0 275 275.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  133 5 5.0 353 353.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  134 5 6.0 16 16.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  135 5 5.0 765 765.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  136 5 5.0 550 550.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  137 5 5.0 572 572.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  138 5 5.0 677 677.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  139 5 394.0 854 854.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  140 5 5.0 618 618.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  141 5 5.0 664 664.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  142 5 5.0 288 288.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  143 5 5.0 297 297.0
