Using cache found in /misc/vlgscratch4/LakeGroup/emin/robust_vision/pretrained_models/rwightman_gen-efficientnet-pytorch_master
Loaded model: tf_efficientnet_b8
Running white-box attacks with epsilon: 0.06 Number of PGD steps: 10
Iter, Clean, Clean_pred, Adv, Adv_pred:  0 0 0.0 122 122.0
Test: [    0/25000]	Time 12.247 (12.247)	Acc@1   0.00 (  0.00)
Iter, Clean, Clean_pred, Adv, Adv_pred:  1 0 0.0 94 94.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  2 0 0.0 26 26.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  3 0 0.0 360 360.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  4 0 0.0 342 342.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  5 0 133.0 981 981.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  6 0 0.0 409 409.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  7 0 0.0 633 633.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  8 0 0.0 286 286.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  9 0 0.0 239 239.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  10 0 0.0 81 81.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  11 0 0.0 548 548.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  12 0 0.0 12 12.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  13 0 0.0 869 869.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  14 0 0.0 624 624.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  15 0 0.0 308 308.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  16 0 0.0 927 927.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  17 0 0.0 977 977.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  18 0 0.0 746 746.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  19 0 0.0 874 874.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  20 0 0.0 837 837.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  21 0 0.0 610 610.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  22 0 0.0 608 608.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  23 0 0.0 593 593.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  24 0 0.0 303 303.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  25 1 1.0 194 194.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  26 1 1.0 17 17.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  27 1 1.0 796 796.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  28 1 1.0 473 473.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  29 1 1.0 637 637.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  30 1 1.0 419 419.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  31 1 1.0 495 495.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  32 1 1.0 103 103.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  33 1 1.0 303 303.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  34 1 1.0 451 451.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  35 1 1.0 584 584.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  36 1 1.0 774 774.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  37 1 1.0 963 963.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  38 1 1.0 22 22.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  39 1 1.0 440 440.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  40 1 1.0 669 669.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  41 1 1.0 130 130.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  42 1 1.0 411 411.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  43 1 1.0 491 491.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  44 1 1.0 820 820.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  45 1 1.0 402 402.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  46 1 1.0 447 447.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  47 1 1.0 817 817.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  48 1 1.0 536 536.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  49 1 1.0 49 49.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  50 2 2.0 263 263.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  51 2 2.0 550 550.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  52 2 2.0 470 470.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  53 2 2.0 191 191.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  54 2 2.0 693 693.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  55 2 2.0 398 398.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  56 2 2.0 407 407.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  57 2 2.0 443 443.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  58 2 2.0 588 588.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  59 2 2.0 356 356.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  60 2 2.0 7 7.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  61 2 2.0 35 35.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  62 2 2.0 247 247.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  63 2 2.0 13 13.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  64 2 2.0 207 207.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  65 2 3.0 78 78.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  66 2 2.0 438 438.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  67 2 2.0 967 967.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  68 2 2.0 76 76.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  69 2 2.0 990 990.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  70 2 2.0 477 477.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  71 2 2.0 234 234.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  72 2 2.0 79 79.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  73 2 2.0 553 553.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  74 2 2.0 345 345.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  75 3 3.0 124 124.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  76 3 3.0 32 32.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  77 3 3.0 331 331.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  78 3 3.0 224 224.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  79 3 3.0 220 220.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  80 3 3.0 810 810.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  81 3 3.0 652 652.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  82 3 149.0 737 737.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  83 3 3.0 364 364.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  84 3 3.0 160 160.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  85 3 3.0 74 74.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  86 3 3.0 106 106.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  87 3 3.0 785 785.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  88 3 3.0 118 118.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  89 3 3.0 169 169.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  90 3 3.0 844 844.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  91 3 3.0 332 332.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  92 3 3.0 312 312.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  93 3 3.0 199 199.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  94 3 2.0 499 499.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  95 3 3.0 42 42.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  96 3 3.0 167 167.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  97 3 3.0 108 108.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  98 3 3.0 335 335.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  99 3 3.0 380 380.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  100 4 4.0 52 52.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  101 4 4.0 562 562.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  102 4 4.0 553 553.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  103 4 4.0 671 671.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  104 4 4.0 258 258.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  105 4 4.0 716 716.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  106 4 4.0 893 893.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  107 4 4.0 579 579.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  108 4 4.0 966 966.0
Iter, Clean, Clean_pred, Adv, Adv_pred:  109 4 4.0 745 745.0
